"","lemma","total","v1s","v1sFreq","v1p","v1pFreq","v2s","v2sFreq","v2p","v2pFreq","v3s","v3sFreq","v3p","v3pFreq"
"768","expedio",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"769","expedio1",3,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
"770","expello",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"771","expello1",2,0,0,0,0,0,0,0,0,2,1,0,0
"772","expergiscor1",2,0,0,0,0,0,0,2,1,0,0,0,0
"773","experior",1,0,0,0,0,0,0,0,0,0,0,1,1
"774","experior1",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"775","expeto",1,0,0,0,0,0,0,0,0,1,1,0,0
"776","expiro1",1,1,1,0,0,0,0,0,0,0,0,0,0
"777","expleo",1,0,0,0,0,0,0,0,0,1,1,0,0
"778","expleo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"779","explico",1,0,0,0,0,1,1,0,0,0,0,0,0
"780","explico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"781","exploro",1,0,0,0,0,0,0,0,0,0,0,1,1
"782","expono",1,1,1,0,0,0,0,0,0,0,0,0,0
"783","expono1",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"784","exprimo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"785","exprobro",3,0,0,0,0,0,0,0,0,3,1,0,0
"786","expromo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"787","expugno1",1,0,0,0,0,0,0,0,0,0,0,1,1
"788","expuo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"789","exquiro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"790","exsequor",6,1,0.1667,0,0,0,0,0,0,4,0.6667,1,0.1667
"791","exsibilo",2,0,0,0,0,0,0,0,0,2,1,0,0
"792","exsisto",2,0,0,0,0,0,0,0,0,2,1,0,0
"793","exsisto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"794","exsono1",1,0,0,0,0,0,0,0,0,0,0,1,1
"795","exspecto",1,1,1,0,0,0,0,0,0,0,0,0,0
"796","exspecto1",10,1,0.1,0,0,4,0.4,0,0,0,0,5,0.5
"797","exstimulo",1,0,0,0,0,0,0,0,0,0,0,1,1
"798","exstinguo",1,1,1,0,0,0,0,0,0,0,0,0,0
"799","exstinguo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"800","exsto",5,0,0,0,0,0,0,0,0,2,0.4,3,0.6
"801","exstruo",2,0,0,0,0,0,0,0,0,2,1,0,0
"802","exsugo",1,0,0,0,0,0,0,0,0,0,0,1,1
"803","exsulto1",4,0,0,1,0.25,2,0.5,0,0,1,0.25,0,0
"804","exsurgo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"805","exsurio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"806","extendo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"807","extollo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"808","extorqueo1",4,0,0,1,0.25,0,0,0,0,3,0.75,0,0
"809","extraho",1,0,0,0,0,0,0,0,0,0,0,1,1
"810","extraho1",1,0,0,0,0,0,0,0,0,1,1,0,0
"811","extundo",1,0,0,0,0,0,0,0,0,1,1,0,0
"812","exulto1",1,0,0,0,0,1,1,0,0,0,0,0,0
"813","exululo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"814","exuo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"815","exupero",1,0,0,0,0,0,0,0,0,1,1,0,0
"816","exuro",1,0,0,0,0,0,0,0,0,1,1,0,0
"817","facio",48,14,0.2917,1,0.0208,5,0.1042,1,0.0208,24,0.5,3,0.0625
"818","facio1",135,19,0.1407,4,0.0296,12,0.0889,5,0.037,65,0.4815,30,0.2222
"819","fallo",4,1,0.25,0,0,1,0.25,0,0,2,0.5,0,0
"820","fallo1",8,2,0.25,0,0,0,0,0,0,5,0.625,1,0.125
"821","fastidio",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"822","fateor",7,1,0.1429,0,0,1,0.1429,0,0,5,0.7143,0,0
"823","fateor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"824","fatigo1",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"825","faveo",4,0,0,0,0,0,0,0,0,1,0.25,3,0.75
"826","faveo1",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"827","ferio",1,0,0,0,0,0,0,0,0,1,1,0,0
"828","ferio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"829","fero",21,3,0.1429,0,0,1,0.0476,0,0,13,0.619,4,0.1905
"830","fero1",38,8,0.2105,0,0,4,0.1053,2,0.0526,15,0.3947,9,0.2368
"831","ferveo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"832","festino1",1,0,0,0,0,0,0,0,0,0,0,1,1
"833","figo1",4,0,0,0,0,0,0,0,0,4,1,0,0
"834","fingo",2,0,0,0,0,0,0,0,0,2,1,0,0
"835","fingo1",3,0,0,0,0,0,0,1,0.3333,2,0.6667,0,0
"836","finio1",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"837","fio",7,1,0.1429,0,0,1,0.1429,0,0,4,0.5714,1,0.1429
"838","fio1",30,1,0.0333,1,0.0333,1,0.0333,0,0,25,0.8333,2,0.0667
"839","firmo1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"840","flagito",2,0,0,0,0,0,0,0,0,2,1,0,0
"841","flagito1",1,0,0,0,0,0,0,0,0,1,1,0,0
"842","flagro",1,0,0,0,0,0,0,0,0,1,1,0,0
"843","flagro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"844","flecto1",5,0,0,0,0,0,0,0,0,3,0.6,2,0.4
"845","fleo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"846","fleo1",11,1,0.0909,0,0,2,0.1818,0,0,4,0.3636,4,0.3636
"847","flo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"848","floreo",1,0,0,0,0,0,0,0,0,0,0,1,1
"849","fluo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"850","for",1,0,0,0,0,0,0,0,0,1,1,0,0
"851","for1",1,0,0,0,0,0,0,0,0,1,1,0,0
"852","foro1",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"853","foveo",3,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
"854","frango",1,0,0,0,0,0,0,0,0,1,1,0,0
"855","frango1",6,1,0.1667,0,0,0,0,0,0,3,0.5,2,0.3333
"856","fraudo",1,0,0,0,0,0,0,0,0,1,1,0,0
"857","fremo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"858","frequento",1,0,0,0,0,0,0,0,0,1,1,0,0
"859","frequento1",1,0,0,0,0,0,0,0,0,1,1,0,0
"860","frondesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"861","fruniscor",1,1,1,0,0,0,0,0,0,0,0,0,0
"862","fruniscor1",1,0,0,0,0,1,1,0,0,0,0,0,0
"863","fruor",3,1,0.3333,0,0,2,0.6667,0,0,0,0,0,0
"864","fruor1",3,0,0,1,0.3333,1,0.3333,0,0,1,0.3333,0,0
"865","fugio",4,2,0.5,0,0,0,0,0,0,0,0,2,0.5
"866","fugio1",24,1,0.0417,1,0.0417,4,0.1667,0,0,15,0.625,3,0.125
"867","fugito",1,0,0,0,0,0,0,0,0,0,0,1,1
"868","fugo",1,0,0,0,0,0,0,0,0,0,0,1,1
"869","fugo1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"870","fulgeo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"871","fundo1",4,0,0,0,0,0,0,0,0,2,0.5,2,0.5
"872","fundo2",2,0,0,0,0,0,0,0,0,2,1,0,0
"873","fungor",2,0,0,0,0,0,0,0,0,0,0,2,1
"874","garrio1",1,0,0,1,1,0,0,0,0,0,0,0,0
"875","gaudeo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"876","gaudeo1",7,1,0.1429,1,0.1429,0,0,0,0,4,0.5714,1,0.1429
"877","gemo",1,0,0,0,0,1,1,0,0,0,0,0,0
"878","gero1",28,4,0.1429,2,0.0714,2,0.0714,0,0,17,0.6071,3,0.1071
"879","gigno1",2,0,0,0,0,0,0,0,0,2,1,0,0
"880","glomero1",1,0,0,0,0,0,0,0,0,0,0,1,1
"881","glorifico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"882","gradior1",1,0,0,0,0,1,1,0,0,0,0,0,0
"883","grator1",1,0,0,0,0,0,0,0,0,0,0,1,1
"884","gravo",1,0,0,0,0,0,0,0,0,0,0,1,1
"885","gusto1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"886","habeo",36,4,0.1111,1,0.0278,3,0.0833,0,0,23,0.6389,5,0.1389
"887","habeo1",238,28,0.1176,18,0.0756,19,0.0798,7,0.0294,118,0.4958,48,0.2017
"888","habito",1,0,0,0,0,0,0,0,0,0,0,1,1
"889","habito1",12,0,0,1,0.0833,1,0.0833,1,0.0833,5,0.4167,4,0.3333
"890","haereo",2,0,0,0,0,0,0,0,0,2,1,0,0
"891","haereo1",5,1,0.2,0,0,0,0,0,0,3,0.6,1,0.2
"892","haesito1",1,0,0,0,0,0,0,0,0,1,1,0,0
"893","haurio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"894","honesto1",1,0,0,0,0,0,0,0,0,0,0,1,1
"895","honoro",2,0,0,0,0,0,0,0,0,2,1,0,0
"896","hortor",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"897","hortor1",5,0,0,0,0,1,0.2,0,0,2,0.4,2,0.4
"898","ignoro1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"899","ignosco",1,0,0,0,0,0,0,0,0,1,1,0,0
"900","ignosco1",6,1,0.1667,0,0,1,0.1667,3,0.5,1,0.1667,0,0
"901","illicio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"902","illido",2,0,0,0,0,0,0,0,0,2,1,0,0
"903","illustro",1,0,0,0,0,0,0,0,0,0,0,1,1
"904","imitor",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"905","immineo1",2,0,0,0,0,0,0,0,0,0,0,2,1
"906","imminuo",1,0,0,0,0,0,0,0,0,0,0,1,1
"907","immisceo",1,0,0,0,0,0,0,0,0,1,1,0,0
"908","immito",1,0,0,0,0,0,0,1,1,0,0,0,0
"909","immitto1",6,0,0,0,0,0,0,0,0,6,1,0,0
"910","impedio",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"911","impedio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"912","impello",2,0,0,0,0,0,0,0,0,2,1,0,0
"913","impello1",1,0,0,0,0,0,0,0,0,1,1,0,0
"914","impendeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"915","impendo",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"916","impendo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"917","impero",1,0,0,0,0,0,0,0,0,1,1,0,0
"918","impero1",9,0,0,0,0,1,0.1111,0,0,7,0.7778,1,0.1111
"919","impetro",2,0,0,0,0,0,0,0,0,2,1,0,0
"920","impetro1",1,0,0,0,0,1,1,0,0,0,0,0,0
"921","impingo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"922","impingo1",3,1,0.3333,0,0,0,0,0,0,2,0.6667,0,0
"923","impleo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"924","impleo1",5,0,0,1,0.2,0,0,0,0,3,0.6,1,0.2
"925","implico",1,0,0,0,0,0,0,0,0,1,1,0,0
"926","implico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"927","imploro",1,0,0,0,0,0,0,0,0,1,1,0,0
"928","impono",1,0,0,0,0,0,0,0,0,1,1,0,0
"929","impono1",7,0,0,0,0,0,0,0,0,7,1,0,0
"930","importo",1,0,0,0,0,0,0,0,0,1,1,0,0
"931","imprecor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"932","improbo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"933","impropero2",1,1,1,0,0,0,0,0,0,0,0,0,0
"934","impugno",1,0,0,0,0,0,0,0,0,0,0,1,1
"935","incedo",2,0,0,0,0,0,0,0,0,2,1,0,0
"936","incedo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"937","incendo1",3,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
"938","incesto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"939","incido1",1,0,0,0,0,0,0,0,0,1,1,0,0
"940","incido2",2,0,0,0,0,0,0,0,0,2,1,0,0
"941","incipio",3,0,0,0,0,0,0,0,0,3,1,0,0
"942","incipio1",5,1,0.2,0,0,2,0.4,0,0,2,0.4,0,0
"943","incito1",1,0,0,0,0,0,0,0,0,0,0,1,1
"944","includo",1,0,0,0,0,0,0,0,0,1,1,0,0
"945","includo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"946","incoho",3,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
"947","incoho1",1,0,0,0,0,0,0,0,0,1,1,0,0
"948","incolo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"949","increbesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"950","increpo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"951","incubo1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"952","incumbo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"953","incumbo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"954","incurro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"955","incurso1",1,0,0,0,0,0,0,0,0,0,0,1,1
"956","indico1",3,0,0,0,0,0,0,0,0,3,1,0,0
"957","indico2",2,0,0,0,0,0,0,0,0,2,1,0,0
"958","indignor",1,0,0,0,0,0,0,0,0,0,0,1,1
"959","indo",1,0,0,0,0,0,0,0,0,1,1,0,0
"960","induco",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"961","induco1",4,0,0,0,0,1,0.25,0,0,2,0.5,1,0.25
"962","indulgeo",1,0,0,0,0,0,0,0,0,1,1,0,0
"963","induo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"964","ineo",5,0,0,0,0,0,0,0,0,4,0.8,1,0.2
"965","ineo1",1,0,0,0,0,0,0,1,1,0,0,0,0
"966","infero",2,0,0,0,0,0,0,0,0,2,1,0,0
"967","infero1",3,0,0,0,0,1,0.3333,0,0,2,0.6667,0,0
"968","inflo",1,0,0,0,0,0,0,0,0,1,1,0,0
"969","inflo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"970","infundo",1,0,0,0,0,0,0,1,1,0,0,0,0
"971","ingemino1",1,0,0,0,0,0,0,0,0,1,1,0,0
"972","ingemisco",1,0,0,0,0,0,0,0,0,1,1,0,0
"973","ingemo1",3,0,0,0,0,0,0,0,0,3,1,0,0
"974","ingero",1,0,0,0,0,0,0,0,0,0,0,1,1
"975","ingero1",1,0,0,0,0,0,0,0,0,1,1,0,0
"976","ingravesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"977","ingredior1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"978","inhabito1",3,0,0,0,0,0,0,0,0,0,0,3,1
"979","inhibeo",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"980","inhibeo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"981","inhorreo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"982","inlumino1",2,0,0,0,0,0,0,0,0,2,1,0,0
"983","inmergo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"984","inmino",1,0,0,0,0,0,0,0,0,1,1,0,0
"985","inmuto1",1,0,0,0,0,0,0,0,0,1,1,0,0
"986","innotesco",1,0,0,0,0,0,0,0,0,1,1,0,0
"987","inpello1",1,0,0,0,0,0,0,0,0,1,1,0,0
"988","inpendeo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"989","inpleo",1,0,0,0,0,0,0,0,0,0,0,1,1
"990","inpleo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"991","inploro1",2,0,0,0,0,2,1,0,0,0,0,0,0
"992","inpluo",1,0,0,0,0,0,0,0,0,1,1,0,0
"993","inpono1",4,0,0,0,0,0,0,1,0.25,2,0.5,1,0.25
"994","inquam",72,0,0,0,0,1,0.0139,0,0,71,0.9861,0,0
"995","inquam1",94,4,0.0426,0,0,1,0.0106,0,0,89,0.9468,0,0
"996","inquieto",1,0,0,0,0,0,0,0,0,1,1,0,0
"997","inquino",1,0,0,0,0,0,0,0,0,0,0,1,1
"998","inquino1",1,0,0,0,0,0,0,0,0,0,0,1,1
"999","inquiro",1,0,0,0,0,0,0,0,0,1,1,0,0
"1000","inquiro1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1001","inroro1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1002","inruo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1003","insanio1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1004","insequor1",3,2,0.6667,0,0,0,0,0,0,1,0.3333,0,0
"1005","insilio",1,0,0,0,0,0,0,0,0,1,1,0,0
"1006","inspicio",1,0,0,0,0,0,0,0,0,0,0,1,1
"1007","inspicio1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1008","inspiro1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1009","inspuo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1010","instituo",7,1,0.1429,0,0,0,0,0,0,6,0.8571,0,0
"1011","instituo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1012","insto",1,0,0,0,0,0,0,0,0,1,1,0,0
"1013","insto1",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1014","instruo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1015","instruo1",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0
"1016","insuesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1017","insum",2,0,0,0,0,0,0,0,0,2,1,0,0
"1018","insum1",7,0,0,0,0,0,0,0,0,7,1,0,0
"1019","insuo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1020","intellego",7,2,0.2857,0,0,0,0,0,0,4,0.5714,1,0.1429
"1021","intellego1",16,7,0.4375,0,0,3,0.1875,2,0.125,3,0.1875,1,0.0625
"1022","intendo",3,0,0,0,0,0,0,0,0,3,1,0,0
"1023","intendo1",3,0,0,0,0,1,0.3333,0,0,2,0.6667,0,0
"1024","intento",1,0,0,1,1,0,0,0,0,0,0,0,0
"1025","intercedo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1026","intercedo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1027","interdico",1,0,0,0,0,0,0,0,0,1,1,0,0
"1028","intereo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1029","interficio",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"1030","interficio1",6,1,0.1667,0,0,1,0.1667,0,0,2,0.3333,2,0.3333
"1031","interpello1",4,0,0,0,0,0,0,0,0,4,1,0,0
"1032","interrogo",2,0,0,0,0,0,0,0,0,2,1,0,0
"1033","interrogo1",2,1,0.5,0,0,1,0.5,0,0,0,0,0,0
"1034","interscindo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1035","intersum",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"1036","intersum1",4,0,0,0,0,1,0.25,0,0,3,0.75,0,0
"1037","intervenio",2,0,0,0,0,0,0,0,0,2,1,0,0
"1038","intexo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1039","intono1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1040","intremo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1041","intro1",1,0,0,1,1,0,0,0,0,0,0,0,0
"1042","intro2",20,2,0.1,2,0.1,0,0,0,0,10,0.5,6,0.3
"1043","introduco",1,0,0,0,0,0,0,0,0,0,0,1,1
"1044","introduco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1045","introeo1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1046","intumesco1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1047","inunguo1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1048","invado",1,0,0,0,0,0,0,0,0,1,1,0,0
"1049","invado1",8,0,0,0,0,1,0.125,0,0,5,0.625,2,0.25
"1050","invalesco",1,0,0,0,0,0,0,0,0,0,0,1,1
"1051","invenio",8,2,0.25,0,0,0,0,0,0,6,0.75,0,0
"1052","invenio1",22,5,0.2273,2,0.0909,3,0.1364,0,0,8,0.3636,4,0.1818
"1053","invergo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1054","invideo1",3,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
"1055","invito1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1056","involo",1,0,0,0,0,0,0,0,0,0,0,1,1
"1057","involo1",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1058","involvo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1059","involvo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1060","irascor",1,0,0,0,0,0,0,0,0,1,1,0,0
"1061","irascor1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1062","irretio",1,0,0,0,0,1,1,0,0,0,0,0,0
"1063","irrideo",1,0,0,0,0,1,1,0,0,0,0,0,0
"1064","irrideo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1065","irrumpo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1066","irrumpo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1067","jaceo",7,0,0,0,0,2,0.2857,0,0,5,0.7143,0,0
"1068","jaceo1",14,0,0,0,0,3,0.2143,0,0,8,0.5714,3,0.2143
"1069","jacio",1,1,1,0,0,0,0,0,0,0,0,0,0
"1070","jacio1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1071","jacto",6,0,0,0,0,0,0,0,0,3,0.5,3,0.5
"1072","jacto1",5,0,0,0,0,0,0,1,0.2,3,0.6,1,0.2
"1073","jubeo",17,2,0.1176,0,0,0,0,0,0,14,0.8235,1,0.0588
"1074","jubeo1",57,9,0.1579,3,0.0526,1,0.0175,0,0,41,0.7193,3,0.0526
"1075","jucundo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1076","judico",2,0,0,0,0,0,0,0,0,2,1,0,0
"1077","judico1",13,2,0.1538,0,0,3,0.2308,0,0,8,0.6154,0,0
"1078","jungo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1079","jungo1",4,0,0,0,0,0,0,0,0,1,0.25,3,0.75
"1080","juro",2,0,0,0,0,0,0,0,0,1,0.5,1,0.5
"1081","juro1",6,2,0.3333,1,0.1667,1,0.1667,0,0,2,0.3333,0,0
"1082","juvo",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1083","juvo1",6,0,0,0,0,0,0,0,0,6,1,0,0
"1084","labor1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1085","laboro",3,1,0.3333,0,0,1,0.3333,0,0,0,0,1,0.3333
"1086","laboro1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1087","lacero",1,0,0,0,0,0,0,0,0,1,1,0,0
"1088","lacero1",4,0,0,0,0,0,0,0,0,4,1,0,0
"1089","laedo",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1090","laedo1",6,1,0.1667,0,0,1,0.1667,0,0,3,0.5,1,0.1667
"1091","laeto",1,1,1,0,0,0,0,0,0,0,0,0,0
"1092","laetor",2,0,0,1,0.5,1,0.5,0,0,0,0,0,0
"1093","laetor1",2,0,0,0,0,0,0,1,0.5,1,0.5,0,0
"1094","lambo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1095","lambo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1096","largior",1,1,1,0,0,0,0,0,0,0,0,0,0
"1097","largior1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1098","lasso",1,0,0,0,0,0,0,0,0,1,1,0,0
"1099","lateo1",3,0,0,0,0,0,0,0,0,1,0.3333,2,0.6667
"1100","latro1",1,1,1,0,0,0,0,0,0,0,0,0,0
"1101","laudo",5,1,0.2,0,0,2,0.4,0,0,2,0.4,0,0
"1102","laudo1",12,1,0.0833,3,0.25,0,0,0,0,5,0.4167,3,0.25
"1103","lavo1",8,1,0.125,0,0,0,0,0,0,3,0.375,4,0.5
"1104","laxo",2,0,0,0,0,1,0.5,0,0,1,0.5,0,0
"1105","lego1",2,1,0.5,0,0,0,0,0,0,1,0.5,0,0
"1106","lego2",17,2,0.1176,0,0,4,0.2353,0,0,9,0.5294,2,0.1176
"1107","levo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1108","levo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1109","libero",3,1,0.3333,0,0,0,0,0,0,1,0.3333,1,0.3333
"1110","libero1",4,0,0,0,0,2,0.5,0,0,1,0.25,1,0.25
"1111","libet",4,0,0,0,0,0,0,0,0,4,1,0,0
"1112","libet1",3,0,0,0,0,0,0,0,0,3,1,0,0
"1113","licet",8,0,0,0,0,0,0,0,0,8,1,0,0
"1114","licet1",19,0,0,0,0,0,0,0,0,19,1,0,0
"1115","ligo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1116","limo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1117","linquo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1118","liqueo1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1119","liquesco1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1120","litigo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1121","loco1",2,0,0,0,0,0,0,0,0,2,1,0,0
"1122","loquor",18,3,0.1667,2,0.1111,0,0,0,0,8,0.4444,5,0.2778
"1123","loquor1",13,2,0.1538,1,0.0769,2,0.1538,0,0,8,0.6154,0,0
"1124","lubet1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1125","luceo1",6,0,0,0,0,0,0,0,0,4,0.6667,2,0.3333
"1126","lugeo1",3,0,0,0,0,0,0,0,0,2,0.6667,1,0.3333
"1127","luo2",1,0,0,0,0,0,0,0,0,1,1,0,0
"1128","lustro1",4,1,0.25,0,0,0,0,0,0,3,0.75,0,0
"1129","machinor1",2,0,0,0,0,1,0.5,0,0,0,0,1,0.5
"1130","macto1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1131","maculo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1132","magnifico1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1133","maledico1",1,0,0,0,0,1,1,0,0,0,0,0,0
"1134","malo",3,2,0.6667,1,0.3333,0,0,0,0,0,0,0,0
"1135","malo1",22,10,0.4545,0,0,1,0.0455,0,0,6,0.2727,5,0.2273
"1136","mando1",3,0,0,0,0,1,0.3333,1,0.3333,1,0.3333,0,0
"1137","manduco1",4,0,0,2,0.5,0,0,1,0.25,0,0,1,0.25
"1138","maneo",6,0,0,0,0,0,0,0,0,3,0.5,3,0.5
"1139","maneo1",14,0,0,1,0.0714,2,0.1429,0,0,6,0.4286,5,0.3571
"1140","manumitto",1,0,0,0,0,0,0,0,0,0,0,1,1
"1141","marceo1",1,0,0,0,0,0,0,0,0,0,0,1,1
"1142","maturo",1,0,0,0,0,0,0,0,0,1,1,0,0
"1143","maturo1",4,0,0,0,0,0,0,0,0,3,0.75,1,0.25
"1144","mavolo1",1,0,0,0,0,0,0,0,0,1,1,0,0
"1145","meditor",1,0,0,0,0,1,1,0,0,0,0,0,0
"1146","memini",3,2,0.6667,0,0,0,0,0,0,1,0.3333,0,0
"1147","memini1",13,2,0.1538,2,0.1538,2,0.1538,2,0.1538,3,0.2308,2,0.1538
"1148","memoro",3,1,0.3333,1,0.3333,0,0,0,0,0,0,1,0.3333
